Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-11-12,21:20:42,"""CNR2655903""",Completed,"""CID5942981""",Auto,Indirapuram,Keshav Puram,10.5,36.4,,,,,,,533.0,8.15,4.1,4.3,Credit Card
2024-08-10,19:57:26,"""CNR9045503""",Cancelled by Driver,"""CID2835764""",Bike,Jor Bagh,Noida Film City,8.9,,,,1.0,More than permitted people in there,,,,,,,
2024-11-19,10:38:33,"""CNR3221744""",Cancelled by Driver,"""CID5704763""",Auto,IGNOU Road,Patel Chowk,9.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-09-03,21:22:51,"""CNR2251693""",Completed,"""CID2741301""",Auto,Patel Chowk,Lajpat Nagar,2.8,15.7,,,,,,,704.0,19.35,4.2,4.3,Cash
2024-12-16,16:57:43,"""CNR5706829""",Completed,"""CID7072746""",Go Mini,IGI Airport,Panchsheel Park,5.9,20.8,,,,,,,226.0,48.89,4.9,4.3,UPI
2024-01-28,17:07:39,"""CNR3258496""",No Driver Found,"""CID5307245""",Uber XL,Sonipat,Faridabad Sector 15,,,,,,,,,,,,,
2024-07-27,10:35:24,"""CNR5942634""",Completed,"""CID4637254""",Bike,Paharganj,Sultanpur,5.7,19.3,,,,,,,1475.0,20.99,3.9,5.0,Cash
2024-04-09,10:49:16,"""CNR1088300""",Completed,"""CID8111683""",Bike,Gurgaon Railway Station,Rajiv Nagar,8.6,27.6,,,,,,,751.0,26.98,4.6,4.2,UPI
2024-06-05,22:30:30,"""CNR9421632""",Completed,"""CID6882012""",Bike,Mansarovar Park,Model Town,11.0,40.5,,,,,,,313.0,45.6,4.3,4.9,UPI
2024-08-27,08:53:10,"""CNR4936353""",Completed,"""CID6470387""",Auto,Qutub Minar,Old Gurgaon,13.9,19.3,,,,,,,369.0,38.33,4.2,3.1,UPI
2024-07-28,10:28:58,"""CNR8468129""",Completed,"""CID3143156""",Go Mini,Yamuna Bank,Chirag Delhi,12.2,40.6,,,,,,,546.0,39.45,4.3,4.3,UPI
2024-02-25,21:52:13,"""CNR5706732""",Completed,"""CID4456545""",Go Sedan,Mayur Vihar,Tagore Garden,7.9,32.0,,,,,,,275.0,9.74,4.2,4.2,UPI
2024-01-18,17:18:50,"""CNR6826133""",Cancelled by Driver,"""CID9351936""",Go Mini,Chirag Delhi,Meerut,4.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-05-19,18:52:10,"""CNR9618443""",Completed,"""CID8328367""",Go Mini,Botanical Garden,Tilak Nagar,8.5,20.1,,,,,,,213.0,36.82,4.5,4.7,UPI
2024-08-26,19:37:57,"""CNR3149382""",Completed,"""CID4583833""",Premier Sedan,Welcome,India Gate,9.1,44.1,,,,,,,56.0,19.13,4.9,4.6,Uber Wallet
2024-06-26,09:12:30,"""CNR3915082""",Completed,"""CID9482775""",Go Sedan,Vatika Chowk,Pulbangash,8.0,35.6,,,,,,,274.0,34.12,4.3,4.3,Debit Card
2024-02-25,15:42:20,"""CNR9225547""",No Driver Found,"""CID9798394""",Premier Sedan,Vishwavidyalaya,Kashmere Gate ISBT,,,,,,,,,,,,,
2024-06-15,05:33:55,"""CNR4403622""",Cancelled by Driver,"""CID1540508""",Auto,Vasant Kunj,Laxmi Nagar,10.7,,,,1.0,More than permitted people in there,,,,,,,
2024-03-14,16:24:47,"""CNR3506251""",Incomplete,"""CID7450016""",Bike,Subhash Nagar,Munirka,4.3,28.6,,,,,1.0,Other Issue,261.0,5.1,,,Cash
2024-07-13,20:10:20,"""CNR6825049""",Completed,"""CID4893191""",Auto,Narsinghpur,Faridabad Sector 15,3.7,29.0,,,,,,,336.0,32.76,3.8,4.7,UPI
2024-07-04,18:40:56,"""CNR9017348""",Completed,"""CID5366327""",Premier Sedan,Ashok Vihar,Maidan Garhi,7.0,18.0,,,,,,,693.0,38.22,3.9,4.2,Uber Wallet
2024-01-09,10:09:41,"""CNR1591199""",Completed,"""CID7539225""",Uber XL,Janakpuri,Faridabad Sector 15,11.9,24.5,,,,,,,709.0,11.4,4.2,3.2,Cash
2024-01-14,09:35:50,"""CNR5102971""",Cancelled by Driver,"""CID3035921""",Go Mini,RK Puram,Mandi House,11.4,,,,1.0,More than permitted people in there,,,,,,,
2024-06-21,19:19:27,"""CNR6050869""",Cancelled by Driver,"""CID7953090""",eBike,Noida Extension,Anand Vihar,11.4,,,,1.0,More than permitted people in there,,,,,,,
2024-01-07,21:42:01,"""CNR4464005""",Incomplete,"""CID9557776""",Premier Sedan,GTB Nagar,Sikanderpur,8.2,14.2,,,,,1.0,Customer Demand,119.0,4.1,,,Cash
2024-04-01,15:33:26,"""CNR8385626""",Cancelled by Driver,"""CID6856298""",Premier Sedan,Ashok Park Main,Sonipat,5.6,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-14,14:01:50,"""CNR3010818""",Cancelled by Driver,"""CID4938513""",Auto,Patel Chowk,Moti Nagar,4.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-01-30,05:40:58,"""CNR2633438""",Cancelled by Customer,"""CID2512745""",Go Sedan,Akshardham,India Gate,17.9,,1.0,AC is not working,,,,,,,,,
2024-07-06,17:13:09,"""CNR5375834""",Cancelled by Driver,"""CID3954735""",Go Mini,Green Park,Welcome,10.2,,,,1.0,Personal & Car related issues,,,,,,,
2024-10-27,10:15:43,"""CNR4515012""",Completed,"""CID4866983""",Auto,Paschim Vihar,Pulbangash,7.5,37.0,,,,,,,156.0,8.82,4.1,4.4,Cash
2024-11-08,16:22:27,"""CNR1348661""",Incomplete,"""CID8572938""",Premier Sedan,Badshahpur,Sarojini Nagar,3.3,16.1,,,,,1.0,Vehicle Breakdown,2114.0,13.64,,,Debit Card
2024-05-03,10:39:50,"""CNR7644138""",Completed,"""CID7384914""",Auto,Malviya Nagar,Khandsa,10.4,26.3,,,,,,,60.0,12.59,4.1,4.7,Credit Card
2024-05-25,21:41:34,"""CNR9165473""",No Driver Found,"""CID1433846""",eBike,Hero Honda Chowk,AIIMS,,,,,,,,,,,,,
2024-08-10,19:27:20,"""CNR5259971""",Completed,"""CID7570633""",Auto,Lok Kalyan Marg,Laxmi Nagar,3.5,38.4,,,,,,,65.0,4.25,4.5,5.0,Cash
2024-05-12,06:32:09,"""CNR9477522""",Incomplete,"""CID8517099""",Auto,Meerut,Kashmere Gate,4.2,18.8,,,,,1.0,Other Issue,450.0,18.88,,,Cash
2024-12-19,12:48:44,"""CNR8813769""",Completed,"""CID4898586""",Auto,Delhi Gate,Okhla,10.1,20.1,,,,,,,387.0,48.01,4.5,4.9,UPI
2024-12-07,07:06:41,"""CNR7614968""",Completed,"""CID9302757""",Go Mini,Saket,Narsinghpur,14.9,18.1,,,,,,,205.0,9.28,3.4,4.9,Credit Card
2024-01-20,19:37:27,"""CNR2329695""",Incomplete,"""CID8788190""",Go Sedan,Udyog Vihar Phase 4,Kashmere Gate ISBT,3.8,22.6,,,,,1.0,Other Issue,1057.0,14.38,,,UPI
2024-05-16,21:43:51,"""CNR2632087""",Completed,"""CID8226978""",Bike,Nehru Place,Panipat,7.5,27.4,,,,,,,410.0,28.31,3.7,4.6,Uber Wallet
2024-12-20,15:57:32,"""CNR7424008""",Completed,"""CID6923204""",Go Sedan,Bahadurgarh,Yamuna Bank,3.0,22.1,,,,,,,897.0,25.32,4.1,4.7,Credit Card
2024-10-31,20:25:39,"""CNR6377242""",Completed,"""CID5931084""",Auto,Udyog Vihar,Munirka,8.7,43.2,,,,,,,1076.0,23.61,4.2,4.9,UPI
2024-04-07,18:31:40,"""CNR2392494""",Completed,"""CID4450297""",Auto,Sultanpur,Sushant Lok,7.1,28.4,,,,,,,117.0,6.82,3.8,4.2,UPI
2024-07-26,13:18:52,"""CNR8467043""",Completed,"""CID5378394""",Go Mini,Noida Sector 18,ITO,4.8,41.3,,,,,,,790.0,18.55,4.8,4.1,Uber Wallet
2024-08-23,13:07:45,"""CNR8163981""",Completed,"""CID2506233""",Bike,Dilshad Garden,Vatika Chowk,6.6,18.9,,,,,,,86.0,27.01,4.6,3.4,Uber Wallet
2024-03-30,23:52:36,"""CNR9786182""",Completed,"""CID2299498""",Go Sedan,Shivaji Park,Delhi Gate,9.6,17.8,,,,,,,215.0,3.04,4.2,4.6,Cash
2024-08-23,07:41:23,"""CNR7803460""",Incomplete,"""CID6188307""",Go Mini,Dwarka Sector 21,Ashok Vihar,7.1,26.8,,,,,1.0,Vehicle Breakdown,991.0,1.53,,,Cash
2024-05-25,14:39:35,"""CNR3678356""",No Driver Found,"""CID3011148""",Go Mini,Uttam Nagar,Dilshad Garden,,,,,,,,,,,,,
2024-10-11,20:50:36,"""CNR1370833""",Incomplete,"""CID4915204""",Bike,Central Secretariat,Mehrauli,6.9,29.6,,,,,1.0,Other Issue,955.0,3.82,,,UPI
2024-05-20,20:16:38,"""CNR9808300""",Completed,"""CID4348675""",Bike,Raj Nagar Extension,Khan Market,5.1,36.7,,,,,,,906.0,14.88,3.8,4.5,Cash
2024-01-26,21:27:32,"""CNR1591384""",Completed,"""CID1328794""",Auto,Kherki Daula Toll,Ashok Park Main,2.4,39.5,,,,,,,153.0,39.13,4.6,4.2,UPI
2024-10-31,05:34:56,"""CNR2978562""",Incomplete,"""CID3495879""",Auto,Sadar Bazar Gurgaon,Central Secretariat,8.1,11.8,,,,,1.0,Other Issue,572.0,4.71,,,Cash
2024-10-16,17:57:48,"""CNR4105185""",Cancelled by Driver,"""CID8012394""",Go Sedan,Udyog Vihar Phase 4,IGI Airport,8.6,,,,1.0,More than permitted people in there,,,,,,,
2024-03-06,20:36:28,"""CNR8765382""",Completed,"""CID8663240""",Bike,Janakpuri,Dilshad Garden,14.7,22.1,,,,,,,162.0,18.69,3.9,4.9,UPI
2024-08-06,21:04:41,"""CNR8966406""",Cancelled by Driver,"""CID2517461""",Go Mini,Nehru Place,Huda City Centre,10.0,,,,1.0,More than permitted people in there,,,,,,,
2024-04-22,15:33:07,"""CNR2588017""",Completed,"""CID6104006""",Premier Sedan,Gurgaon Sector 56,Vishwavidyalaya,14.2,19.7,,,,,,,784.0,39.79,4.2,4.9,UPI
2024-04-15,08:18:14,"""CNR5385604""",Completed,"""CID4885589""",Uber XL,Moti Nagar,Gwal Pahari,9.8,39.1,,,,,,,858.0,24.89,4.3,4.2,Credit Card
2024-09-04,08:28:48,"""CNR6975536""",No Driver Found,"""CID3035194""",Premier Sedan,Anand Vihar,Badshahpur,,,,,,,,,,,,,
2024-12-06,14:56:03,"""CNR8446151""",Completed,"""CID4751435""",Go Mini,IMT Manesar,Laxmi Nagar,14.6,24.8,,,,,,,67.0,15.65,4.2,4.6,Credit Card
2024-05-10,07:58:04,"""CNR7368987""",Completed,"""CID7337140""",Auto,IGI Airport,Ghaziabad,15.0,35.3,,,,,,,496.0,45.57,5.0,4.2,Credit Card
2024-02-03,21:57:07,"""CNR2248914""",Cancelled by Customer,"""CID6311496""",Auto,Badshahpur,Rithala,17.7,,1.0,Change of plans,,,,,,,,,
2024-08-19,07:40:53,"""CNR8495818""",Completed,"""CID6297820""",Go Mini,Vidhan Sabha,Ambience Mall,9.2,25.6,,,,,,,266.0,11.47,4.6,4.9,UPI
2024-05-29,17:17:44,"""CNR9149135""",Completed,"""CID7608021""",Bike,Lok Kalyan Marg,Rohini,8.4,42.1,,,,,,,459.0,27.57,4.0,4.1,Cash
2024-03-06,14:21:28,"""CNR3858513""",Cancelled by Customer,"""CID6567528""",eBike,Shastri Park,Vatika Chowk,15.2,,1.0,Change of plans,,,,,,,,,
2024-01-23,16:56:57,"""CNR2023253""",Completed,"""CID4438866""",Bike,Patel Chowk,Green Park,5.2,44.6,,,,,,,226.0,35.96,4.9,4.1,UPI
2024-08-06,14:34:51,"""CNR6906771""",Cancelled by Driver,"""CID8187769""",Go Mini,Janakpuri,Vatika Chowk,11.1,,,,1.0,Customer related issue,,,,,,,
2024-06-07,18:08:01,"""CNR8467081""",Completed,"""CID6686640""",Premier Sedan,Anand Vihar,Patel Chowk,14.2,37.4,,,,,,,325.0,37.33,3.8,4.5,UPI
2024-08-12,12:07:58,"""CNR9815990""",Cancelled by Driver,"""CID9919379""",Auto,Lajpat Nagar,Raj Nagar Extension,11.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-01-24,07:35:37,"""CNR9479011""",Cancelled by Customer,"""CID5520937""",Go Sedan,Saket A Block,Govindpuri,9.8,,1.0,Change of plans,,,,,,,,,
2024-08-09,22:35:22,"""CNR5675369""",Incomplete,"""CID5878537""",Go Sedan,Adarsh Nagar,Ghaziabad,5.9,17.6,,,,,1.0,Vehicle Breakdown,384.0,18.07,,,Cash
2024-09-18,11:59:51,"""CNR3611532""",Incomplete,"""CID6631631""",Go Mini,Lok Kalyan Marg,Central Secretariat,7.4,22.9,,,,,1.0,Other Issue,241.0,14.85,,,UPI
2024-01-18,17:34:51,"""CNR2782249""",Completed,"""CID1550234""",Uber XL,Jahangirpuri,Udyog Bhawan,2.8,16.6,,,,,,,283.0,7.03,4.4,4.8,UPI
2024-05-09,22:20:45,"""CNR4823895""",Completed,"""CID5501754""",Uber XL,Arjangarh,India Gate,13.8,17.5,,,,,,,297.0,27.29,4.3,4.3,Credit Card
2024-04-02,15:44:17,"""CNR3736623""",No Driver Found,"""CID8093335""",Auto,Munirka,Gurgaon Railway Station,,,,,,,,,,,,,
2024-06-20,14:53:39,"""CNR3357155""",Incomplete,"""CID3607644""",Bike,Khan Market,Patel Chowk,5.9,21.0,,,,,1.0,Vehicle Breakdown,293.0,19.74,,,UPI
2024-05-04,21:06:18,"""CNR9215719""",Completed,"""CID4359022""",Auto,Satguru Ram Singh Marg,Janakpuri,11.0,30.7,,,,,,,326.0,29.92,4.2,4.1,UPI
2024-04-10,15:16:19,"""CNR1053666""",Completed,"""CID2356912""",Auto,Gurgaon Sector 29,Welcome,14.1,29.4,,,,,,,289.0,9.65,4.5,4.9,UPI
2024-08-10,09:59:50,"""CNR3559647""",Cancelled by Driver,"""CID9573290""",Bike,Civil Lines Gurgaon,Subhash Nagar,8.0,,,,1.0,More than permitted people in there,,,,,,,
2024-12-14,22:22:32,"""CNR9252710""",Cancelled by Driver,"""CID5004917""",Auto,Shastri Park,Janakpuri,7.0,,,,1.0,Personal & Car related issues,,,,,,,
2024-12-09,14:54:54,"""CNR7212729""",Completed,"""CID5827463""",Premier Sedan,Keshav Puram,DLF Phase 3,13.7,35.2,,,,,,,459.0,21.65,5.0,4.7,Debit Card
2024-07-05,22:48:26,"""CNR5640708""",Completed,"""CID1580659""",Bike,Vishwavidyalaya,Kalkaji,8.3,21.8,,,,,,,479.0,36.48,3.8,4.2,UPI
2024-12-03,07:17:48,"""CNR3118610""",Completed,"""CID2597207""",Go Mini,IIT Delhi,Chhatarpur,4.7,31.3,,,,,,,92.0,45.44,4.9,3.3,Cash
2024-02-16,12:50:43,"""CNR4009058""",Incomplete,"""CID6912492""",Go Mini,South Extension,Malviya Nagar,9.8,12.6,,,,,1.0,Other Issue,646.0,7.69,,,UPI
2024-05-27,17:59:42,"""CNR5228526""",Completed,"""CID1608342""",eBike,Model Town,Mandi House,7.7,15.7,,,,,,,958.0,4.83,4.2,4.3,UPI
2024-06-21,19:10:57,"""CNR2934257""",Completed,"""CID6488681""",eBike,Green Park,Yamuna Bank,5.1,23.7,,,,,,,96.0,48.06,4.1,4.9,Cash
2024-06-15,15:39:34,"""CNR8118180""",Completed,"""CID4956201""",Auto,Dwarka Mor,Tughlakabad,5.3,31.4,,,,,,,808.0,15.42,4.3,4.2,UPI
2024-10-16,20:39:26,"""CNR2458250""",Completed,"""CID1713700""",Premier Sedan,Punjabi Bagh,Munirka,10.0,24.1,,,,,,,206.0,12.69,4.6,5.0,Debit Card
2024-10-10,13:21:18,"""CNR1774898""",Completed,"""CID5886357""",Auto,Vishwavidyalaya,Shastri Nagar,3.8,29.7,,,,,,,984.0,36.94,4.8,5.0,UPI
2024-12-18,12:49:48,"""CNR2195372""",Cancelled by Customer,"""CID9322863""",Go Mini,Adarsh Nagar,Inderlok,10.1,,1.0,Wrong Address,,,,,,,,,
2024-06-25,07:33:19,"""CNR4662410""",Cancelled by Driver,"""CID3951711""",Premier Sedan,Kaushambi,Rohini West,4.2,,,,1.0,Customer related issue,,,,,,,
2024-10-20,16:29:52,"""CNR7078004""",Completed,"""CID9440950""",Bike,Shastri Nagar,New Colony,12.1,20.7,,,,,,,1022.0,14.8,4.8,4.3,Credit Card
2024-01-30,10:26:28,"""CNR4178253""",Cancelled by Driver,"""CID5025441""",Go Sedan,Nehru Place,Sushant Lok,11.7,,,,1.0,More than permitted people in there,,,,,,,
2024-06-03,10:53:20,"""CNR3200085""",Completed,"""CID3144349""",Uber XL,Basai Dhankot,Barakhamba Road,12.4,28.5,,,,,,,138.0,35.43,4.8,4.6,Cash
2024-07-29,22:54:47,"""CNR7302016""",Completed,"""CID1035920""",Premier Sedan,Kherki Daula Toll,Green Park,9.3,43.0,,,,,,,909.0,39.52,3.5,4.9,UPI
2024-06-28,16:23:25,"""CNR6040229""",Completed,"""CID2005137""",Bike,Shastri Park,Chandni Chowk,3.3,21.6,,,,,,,329.0,12.67,4.9,3.2,UPI
2024-09-07,08:59:03,"""CNR2357554""",Completed,"""CID9550645""",Go Mini,Chanakyapuri,Noida Sector 18,3.7,40.7,,,,,,,1521.0,46.88,4.1,3.4,UPI
2024-08-26,14:58:40,"""CNR1675574""",Completed,"""CID4014333""",Go Mini,IMT Manesar,Bhikaji Cama Place,12.8,24.8,,,,,,,477.0,43.85,4.6,3.7,Uber Wallet
2024-06-18,20:42:35,"""CNR2274631""",Cancelled by Driver,"""CID6817649""",Go Mini,Bhiwadi,Hero Honda Chowk,7.1,,,,1.0,Customer related issue,,,,,,,
2024-09-01,01:42:52,"""CNR1392670""",Cancelled by Customer,"""CID8925732""",Go Mini,Aya Nagar,IIT Delhi,13.9,,1.0,Wrong Address,,,,,,,,,
2024-10-15,21:27:43,"""CNR8727120""",Completed,"""CID3931174""",Auto,Punjabi Bagh,Tagore Garden,14.6,27.3,,,,,,,601.0,26.52,4.1,4.2,Debit Card
2024-05-13,03:12:37,"""CNR2778042""",Completed,"""CID6602159""",Go Mini,Golf Course Road,Ardee City,9.0,20.8,,,,,,,209.0,15.26,4.2,3.9,Debit Card
2024-05-25,14:02:54,"""CNR1537228""",Completed,"""CID1030662""",Auto,Gurgaon Sector 56,Panipat,11.0,37.5,,,,,,,579.0,35.5,4.4,4.2,UPI
2024-12-11,15:58:27,"""CNR9842525""",No Driver Found,"""CID3514211""",Go Sedan,Faridabad Sector 15,Janakpuri,,,,,,,,,,,,,
2024-12-19,21:34:06,"""CNR4919605""",Completed,"""CID6461482""",Bike,Moti Nagar,Karkarduma,6.8,20.4,,,,,,,859.0,19.78,3.7,3.9,Cash
2024-05-07,17:48:03,"""CNR2469095""",Completed,"""CID6460016""",Go Mini,Sarojini Nagar,Narsinghpur,7.0,44.5,,,,,,,227.0,30.54,4.2,4.9,UPI
2024-01-12,13:35:07,"""CNR6905343""",Cancelled by Driver,"""CID6535581""",Go Sedan,Dilshad Garden,Kalkaji,10.4,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-12,14:02:07,"""CNR3240155""",Cancelled by Customer,"""CID6280939""",Premier Sedan,Kanhaiya Nagar,Paschim Vihar,5.3,,1.0,Wrong Address,,,,,,,,,
2024-03-21,14:18:25,"""CNR8114411""",Completed,"""CID4236755""",Auto,Jahangirpuri,Mundka,5.6,36.9,,,,,,,219.0,2.23,4.4,4.7,Cash
2024-03-18,15:24:48,"""CNR2489167""",Cancelled by Driver,"""CID7211026""",Premier Sedan,Dilshad Garden,Bhikaji Cama Place,6.0,,,,1.0,Customer related issue,,,,,,,
2024-07-18,19:48:27,"""CNR1620874""",Completed,"""CID4251926""",eBike,Sarai Kale Khan,Sarojini Nagar,3.1,16.7,,,,,,,643.0,13.29,4.7,4.4,Cash
2024-04-05,15:03:10,"""CNR3681200""",Cancelled by Customer,"""CID4699035""",Go Mini,Sarojini Nagar,Ramesh Nagar,15.9,,1.0,Change of plans,,,,,,,,,
2024-05-13,21:34:48,"""CNR9886066""",Cancelled by Customer,"""CID9136416""",Go Mini,Inderlok,Mayur Vihar,10.1,,1.0,Wrong Address,,,,,,,,,
2024-07-03,07:23:29,"""CNR9931263""",Completed,"""CID4825300""",Auto,Tagore Garden,Sushant Lok,14.1,24.8,,,,,,,137.0,13.31,3.5,4.3,UPI
2024-11-13,17:30:47,"""CNR6758905""",Completed,"""CID6126269""",Bike,Cyber Hub,Badshahpur,12.5,17.0,,,,,,,908.0,28.4,4.3,4.4,UPI
2024-07-13,23:25:03,"""CNR6343577""",Cancelled by Driver,"""CID8544244""",Auto,Model Town,Aya Nagar,5.5,,,,1.0,Customer related issue,,,,,,,
2024-08-31,11:53:16,"""CNR4723298""",Cancelled by Customer,"""CID1637964""",eBike,Barakhamba Road,Laxmi Nagar,7.1,,1.0,Wrong Address,,,,,,,,,
2024-05-05,17:16:40,"""CNR1086424""",Completed,"""CID3235868""",Auto,Sarai Kale Khan,Bhiwadi,4.2,41.6,,,,,,,666.0,13.86,3.3,4.6,UPI
2024-08-14,06:01:13,"""CNR6780592""",Completed,"""CID4238939""",Bike,Shastri Park,Greater Kailash,5.6,31.9,,,,,,,852.0,19.82,4.5,4.5,UPI
2024-07-29,05:49:02,"""CNR1211132""",Incomplete,"""CID9041892""",Go Sedan,Sarojini Nagar,Nawada,7.3,13.0,,,,,1.0,Customer Demand,363.0,5.19,,,UPI
2024-04-05,11:09:53,"""CNR3266681""",Completed,"""CID9163778""",Auto,Gurgaon Sector 56,Noida Sector 62,5.1,34.9,,,,,,,117.0,2.73,3.6,4.4,UPI
2024-11-27,22:19:49,"""CNR4002906""",Completed,"""CID6085952""",Auto,Ramesh Nagar,Meerut,12.2,31.9,,,,,,,70.0,26.34,3.4,4.6,Cash
2024-10-08,16:19:12,"""CNR1182755""",Completed,"""CID2038401""",Bike,Pitampura,Mansarovar Park,5.1,18.6,,,,,,,773.0,23.01,4.5,4.8,UPI
2024-09-27,19:19:02,"""CNR6935557""",Cancelled by Driver,"""CID5920786""",Go Sedan,Samaypur Badli,Gurgaon Sector 29,10.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-25,19:35:12,"""CNR7465883""",Completed,"""CID6226038""",Auto,Khan Market,Faridabad Sector 15,2.7,25.2,,,,,,,900.0,5.63,3.4,4.6,Debit Card
2024-07-22,17:43:01,"""CNR8595446""",Completed,"""CID5078381""",Auto,Kanhaiya Nagar,Ashok Vihar,9.9,39.8,,,,,,,361.0,40.12,4.5,4.5,Uber Wallet
2024-06-04,18:04:10,"""CNR2368564""",Completed,"""CID4747741""",Auto,Rohini West,Shivaji Park,11.1,32.1,,,,,,,661.0,34.31,4.4,3.7,Credit Card
2024-07-04,18:58:06,"""CNR3947562""",Completed,"""CID8963804""",Go Mini,Lal Quila,Madipur,4.8,15.4,,,,,,,112.0,14.83,3.7,4.5,Cash
2024-10-16,17:05:51,"""CNR7303635""",Cancelled by Customer,"""CID6326476""",eBike,ITO,IFFCO Chowk,18.8,,1.0,Change of plans,,,,,,,,,
2024-03-03,14:29:07,"""CNR6314296""",Cancelled by Driver,"""CID7146206""",Go Sedan,Saket A Block,Jhilmil,10.8,,,,1.0,Customer related issue,,,,,,,
2024-10-04,16:14:37,"""CNR9728174""",Cancelled by Driver,"""CID9013162""",eBike,Patel Chowk,Indirapuram,9.1,,,,1.0,More than permitted people in there,,,,,,,
2024-07-28,19:53:07,"""CNR2262101""",Completed,"""CID1677798""",Go Sedan,Jahangirpuri,Nawada,4.0,26.2,,,,,,,1038.0,32.08,4.4,4.9,UPI
2024-09-11,14:44:21,"""CNR4079228""",Completed,"""CID2105844""",Go Mini,Hauz Khas,Pragati Maidan,12.9,36.8,,,,,,,153.0,34.03,4.3,4.5,Cash
2024-06-23,09:29:39,"""CNR6561983""",Cancelled by Driver,"""CID7272886""",Auto,IMT Manesar,Connaught Place,5.9,,,,1.0,The customer was coughing/sick,,,,,,,
2024-10-03,15:27:37,"""CNR6843001""",Incomplete,"""CID9847539""",Go Mini,Mundka,Narsinghpur,5.0,27.3,,,,,1.0,Customer Demand,813.0,13.24,,,UPI
2024-10-02,19:43:13,"""CNR1652997""",Incomplete,"""CID4346673""",Uber XL,Mayur Vihar,Lajpat Nagar,7.0,20.5,,,,,1.0,Customer Demand,872.0,1.83,,,Uber Wallet
2024-12-15,07:06:51,"""CNR6116223""",Completed,"""CID6641772""",Bike,Pulbangash,Saket,8.1,44.3,,,,,,,1073.0,9.15,4.7,4.2,UPI
2024-04-07,15:53:29,"""CNR1439406""",Cancelled by Driver,"""CID6079038""",Bike,Ramesh Nagar,Govindpuri,3.4,,,,1.0,Customer related issue,,,,,,,
2024-07-08,20:18:45,"""CNR7256985""",Completed,"""CID7382359""",Uber XL,Delhi Gate,Ambience Mall,8.9,28.6,,,,,,,255.0,49.2,4.2,4.1,UPI
2024-11-03,20:47:48,"""CNR2789214""",Cancelled by Driver,"""CID4477861""",Premier Sedan,Inderlok,Noida Sector 62,7.5,,,,1.0,Personal & Car related issues,,,,,,,
2024-07-17,20:26:40,"""CNR7826603""",Completed,"""CID8756149""",Go Mini,Ghitorni Village,Kashmere Gate ISBT,7.1,29.3,,,,,,,143.0,12.09,4.6,4.3,Cash
2024-11-17,03:38:18,"""CNR8801948""",Completed,"""CID8500913""",Auto,Hauz Rani,Moolchand,3.4,32.7,,,,,,,1729.0,16.25,4.7,4.4,UPI
2024-09-23,21:37:49,"""CNR6064096""",Incomplete,"""CID4143569""",Go Mini,Subhash Nagar,Ramesh Nagar,9.9,25.6,,,,,1.0,Customer Demand,893.0,10.32,,,UPI
2024-05-20,14:41:42,"""CNR8456203""",Cancelled by Driver,"""CID9883271""",Auto,Badarpur,Maidan Garhi,6.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-12-25,09:53:32,"""CNR1306895""",Completed,"""CID6912463""",Go Mini,Okhla,Vatika Chowk,6.9,17.1,,,,,,,646.0,36.82,4.2,4.1,Uber Wallet
2024-03-19,16:22:23,"""CNR3591954""",Completed,"""CID8058023""",Auto,Subhash Chowk,Uttam Nagar,2.9,18.5,,,,,,,852.0,37.43,4.6,4.5,Cash
2024-03-03,08:03:31,"""CNR2956603""",Completed,"""CID8575164""",Bike,Ardee City,Barakhamba Road,14.9,20.6,,,,,,,546.0,24.88,4.4,4.6,Cash
2024-04-30,06:26:44,"""CNR6020219""",Completed,"""CID7289975""",Bike,Pataudi Chowk,Bhikaji Cama Place,7.3,23.7,,,,,,,611.0,35.68,3.6,4.4,Cash
2024-01-06,18:14:46,"""CNR2874974""",Cancelled by Driver,"""CID8153753""",Go Mini,Botanical Garden,Chirag Delhi,11.5,,,,1.0,The customer was coughing/sick,,,,,,,
2024-11-01,13:14:16,"""CNR9057180""",Cancelled by Driver,"""CID5216247""",Go Sedan,Hero Honda Chowk,Kherki Daula Toll,5.2,,,,1.0,More than permitted people in there,,,,,,,
2024-04-18,09:12:05,"""CNR1889476""",Cancelled by Driver,"""CID1217285""",Auto,Kirti Nagar,Rajiv Nagar,12.0,,,,1.0,Customer related issue,,,,,,,
2024-08-23,17:09:25,"""CNR8549344""",Incomplete,"""CID2556402""",Go Mini,Lok Kalyan Marg,Kashmere Gate,3.7,14.4,,,,,1.0,Customer Demand,1464.0,16.84,,,UPI
